type=0
parse=1
Decoder=3
timeout=30
playerType=2
ua=http/1.1 okhttp/3.8.1 okhttp/3.15 okhttp/4.12.0 Herissmon/2016 judy/5.2.1 RobYang/5.2.1 Lavf/58.12.100 catvod.com Goiptv/8.8.8 Goiptv/0.0.1 xieanqishiwoerzi/0.0.1 okHttp/Mod-1.0.0 Mozilla/5.0 AppleWebKit/537.36 Chrome/108.0.0.0 Safari/537.36 okhttp/5.3.2



🚧 0203 check,#genre#
爸媽囧很大,http://dreamtv.sylu.net:2082/play/fast-live233/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
花千骨,http://dreamtv.sylu.net:2082/play/fast-live017/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
金光布袋戲,http://dreamtv.sylu.net:2082/play/fast-live402/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
哆啦A夢,http://dreamtv.sylu.net:2082/play/fast-live405/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
威廉沈歡樂送,http://dreamtv.sylu.net:2082/play/fast-live208/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
客家好劇,http://dreamtv.sylu.net:2082/play/fast-live007/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
飛龍在天,http://dreamtv.sylu.net:2082/play/fast-live024/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
食尚玩家,http://dreamtv.sylu.net:2082/play/fast-live205/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
娛樂百分百,http://dreamtv.sylu.net:2082/play/fast-live212/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
恐怖電影,http://dreamtv.sylu.net:2082/play/fast-live029/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
浩克慢遊,http://dreamtv.sylu.net:2082/play/fast-live227/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
鬥陣大廟埕,http://dreamtv.sylu.net:2082/play/fast-live218/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
健康2.0,http://dreamtv.sylu.net:2082/play/fast-live220/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
國外電影精選,http://dreamtv.sylu.net:2082/play/fast-live021/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
野蠻遊戲：We Play,http://dreamtv.sylu.net:2082/play/fast-live223/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
最愛韓星,http://dreamtv.sylu.net:2082/play/fast-live224/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
華視好劇,http://dreamtv.sylu.net:2082/play/fast-live005/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
超人力霸王《TV版》,http://dreamtv.sylu.net:2082/play/fast-live403/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
超人力霸王《劇場版》,http://dreamtv.sylu.net:2082/play/fast-live404/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
超級冰冰Show,http://dreamtv.sylu.net:2082/play/fast-live213/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
黃金歲月,http://dreamtv.sylu.net:2082/play/fast-live016/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
新兵日記,http://dreamtv.sylu.net:2082/play/fast-live011/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
經典卡通,http://dreamtv.sylu.net:2082/play/fast-live406/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
經典迪士尼,http://dreamtv.sylu.net:2082/play/fast-live408/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
葉青歌仔戲,http://dreamtv.sylu.net:2082/play/fast-live038/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
精彩陸劇,http://dreamtv.sylu.net:2082/play/fast-live033/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
精選華語電影,http://dreamtv.sylu.net:2082/play/fast-live009/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
綜藝大集合,http://dreamtv.sylu.net:2082/play/fast-live203/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
綜藝大贏家,http://dreamtv.sylu.net:2082/play/fast-live241/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
綜藝新時代,http://dreamtv.sylu.net:2082/play/fast-live230/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
輕鬆看法律,http://dreamtv.sylu.net:2082/play/fast-live221/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
豬哥會社,http://dreamtv.sylu.net:2082/play/fast-live214/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
機智校園生活,http://dreamtv.sylu.net:2082/play/fast-live046/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
親子一起看,http://dreamtv.sylu.net:2082/play/fast-live412/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
親戚不計較(特輯),http://dreamtv.sylu.net:2082/play/fast-live040/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
環遊世界800天,http://dreamtv.sylu.net:2082/play/fast-live228/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
韓流美食料理秀,http://dreamtv.sylu.net:2082/play/fast-live240/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
藍色水玲瓏,http://dreamtv.sylu.net:2082/play/fast-live032/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
醫學大聯盟,http://dreamtv.sylu.net:2082/play/fast-live234/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
懷舊經典電影,http://dreamtv.sylu.net:2082/play/fast-live008/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy





🌸 日韓頻道,#genre#



テレ朝NEWS24,https://www.youtube.com/watch?v=coYw-eVU0Ks
緊急地震速報,https://www.youtube.com/watch?v=c7_kqMFDE8c
日テレNEWS,https://www.youtube.com/watch?v=t9kwjZBLI-A
QVCライブ,https://www.youtube.com/watch?v=dPTTMvUm9uA
Speak Japanese,https://www.youtube.com/watch?v=9VWh8jRfUmY
NHK G,https://nl.utako.moe/NHK_G/index.m3u8
NHK E,https://nl.utako.moe/NHK_E/index.m3u8
NTV,https://nl.utako.moe/Nippon_TV/index.m3u8
TBS,https://nl.utako.moe/TBS/index.m3u8
Fuji TV,https://nl.utako.moe/Fuji_TV/index.m3u8
TV Asahi,https://nl.utako.moe/TV_Asahi/index.m3u8
TV Tokyo,https://nl.utako.moe/TV_Tokyo/index.m3u8
Tokyo MX1,https://nl.utako.moe/Tokyo_MX1/index.m3u8
Tokyo MX2,https://nl.utako.moe/Tokyo_MX2/index.m3u8
NHK BS,https://nl.utako.moe/NHK_BS/index.m3u8
BS NTV,https://nl.utako.moe/bsntv/index.m3u8
BS Asahi,https://nl.utako.moe/bsasahi/index.m3u8
BS TBS,https://nl.utako.moe/bstbs/index.m3u8
BS TV Tokyo,https://nl.utako.moe/bstvtokyo/index.m3u8
BS Fuji,https://nl.utako.moe/bsfuji/index.m3u8
BS10,https://nl.utako.moe/bs10/index.m3u8
BS11_logo_2025.svg.png"BS11
BS12,https://nl.utako.moe/bs12/index.m3u8
NHK BS4K,https://nl.utako.moe/bsp4k/index.m3u8
WOWOW Prime,https://nl.utako.moe/wprime/index.m3u8
WOWOW Cinema,https://nl.utako.moe/wcinema/index.m3u8
WOWOW Live,https://nl.utako.moe/wlive/index.m3u8
BS 10 Premium,https://nl.utako.moe/bs10_star/index.m3u8
JSport 1,https://nl.utako.moe/js1/index.m3u8
JSport 2,https://nl.utako.moe/js2/index.m3u8
JSport 3,https://nl.utako.moe/js3/index.m3u8
JSport 4,https://nl.utako.moe/js4/index.m3u8
Green Channel,https://nl.utako.moe/green/index.m3u8
Animax,https://nl.utako.moe/Animax/index.m3u8
Nihon Eiga Senmon,https://nl.utako.moe/nihoneiga/index.m3u8
Sky A,https://nl.utako.moe/skya/index.m3u8
AT-X,https://nl.utako.moe/AT-X/index.m3u8
Space Shower TV,https://nl.utako.moe/spaceshower/index.m3u8
MTV,https://nl.utako.moe/mtv/index.m3u8
Kayo Pops,https://nl.utako.moe/kayopops/index.m3u8
Kids Station,https://nl.utako.moe/kids_station/index.m3u8
Disney Channel,https://nl.utako.moe/disneychan/index.m3u8
Cartoon Network Japan,https://nl.utako.moe/cartoon_network/index.m3u8
NTV G+,https://nl.utako.moe/ntvgplus/index.m3u8
Family Gekijyo,https://nl.utako.moe/familygeki/index.m3u8
Mondo TV,https://nl.utako.moe/mondo/index.m3u8
Music On TV,https://nl.utako.moe/musicon/index.m3u8
Mnet,https://nl.utako.moe/mnet/index.m3u8
TBS Channel 1,https://nl.utako.moe/tbsch1/index.m3u8
TBS Channel 2,https://nl.utako.moe/tbsch2/index.m3u8
TV Asahi Channel 1,https://nl.utako.moe/ex_ch1/index.m3u8
TV Asahi Channel 2,https://nl.utako.moe/ex_ch2/index.m3u8
Fuji TV One,https://nl.utako.moe/fuji_one/index.m3u8
Fuji TV Two,https://nl.utako.moe/fuji_two/index.m3u8
Fuji TV Next,https://nl.utako.moe/fuji_next/index.m3u8
Neco Channel,https://nl.utako.moe/neco/index.m3u8
Dlife,https://nl.utako.moe/dlife/index.m3u8
Toei Channel,https://nl.utako.moe/toei/index.m3u8
Fighting TV Samurai,https://nl.utako.moe/fighting_tv/index.m3u8
Entermei Tele,https://nl.utako.moe/entermei_tele/index.m3u8
Sport Live Plus,https://nl.utako.moe/sport_live_plus/index.m3u8
Home Drama Channel,https://nl.utako.moe/homedrama/index.m3u8
Channel Ginga,https://nl.utako.moe/gingach/index.m3u8
Tabi Channel,https://nl.utako.moe/tabi/index.m3u8
Pigoo (NSFW),https://nl.utako.moe/pigoo/index.m3u8
V Paradise (NSFW),https://nl.utako.moe/v_paradise/index.m3u8

Arirang TV,https://www.youtube.com/watch?v=CJVBX7KI5nU
KBS WORLD TV,https://www.youtube.com/watch?v=OxQQsIvJTTU
KBS News,https://www.youtube.com/watch?v=M1WrMEUOBsU
MBC,https://www.youtube.com/watch?v=q9bM12ucTIY
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8
YonhapnewsTV,https://www.youtube.com/watch?v=6QZ_qc75ihU
YTN,https://www.youtube.com/watch?v=FJfwehhzIhw
매일경제TV,https://www.youtube.com/watch?v=s9xL1DpBsfQ
벌거벗은 세계사,https://www.youtube.com/watch?v=b5UeAVqz4cI
SBS,https://www.youtube.com/watch?v=RevYuGM_Bx0




🏆 體育專區,#genre#






🎵 綜合音樂,#genre#



1muz,http://hz1.teleport.cc/HLS/HD.m3u8
Bossa Nova Jazz,https://www.youtube.com/watch?v=NpokNpxhDmI
Chillout Lounge 2025,https://www.youtube.com/watch?v=QrX_hJVIOrE
Coffee Jazz,https://www.youtube.com/watch?v=fEvM-OUbaKs
Deep & Melodic House,https://www.youtube.com/watch?v=WsDyRAPFBC8
Deep House Radio,https://www.youtube.com/watch?v=IkmLXvBfVv0
Deep House,https://www.youtube.com/watch?v=Ihm9OQWmibA
Hits Radio 1,https://www.youtube.com/watch?v=3MOrgUjiigE
Best Radio 1 POP Hits,https://www.youtube.com/watch?v=b-bK2Vn3D38
jazz lofi radio,https://www.youtube.com/watch?v=HuFYqnbVbzY
KKBOX華語單曲排行週榜,https://www.youtube.com/watch?v=99rLT2xf8T8
Live POP Radio,https://www.youtube.com/watch?v=p7ZIMv7SqW4
lofi hip hop radio,https://www.youtube.com/watch?v=28KRPhVzCus
LofiGirl,https://www.youtube.com/watch?v=jfKfPfyJRdk
Morning Vibes 2025,https://www.youtube.com/watch?v=ZHkkgIA0Dy4
Music Radio 1,https://www.youtube.com/watch?v=FVLNVecHzvI
Old Beautiful Soft Rock,https://www.youtube.com/watch?v=ZTqt3CYehuE
Peaceful Music,https://www.youtube.com/watch?v=dXIyMS61B68
Progressive House,https://www.youtube.com/watch?v=d8Oc90QevaI
Radio POP Mix,https://www.youtube.com/watch?v=x-JC7sJJUW8
Rainy Piano Radio,https://www.youtube.com/watch?v=-5ajVJ1Yxlg
Relaxing Jazz Piano,https://www.youtube.com/watch?v=Dx5qFachd3A
Spa Music,https://www.youtube.com/watch?v=DnoTqKe04Rc
Space Ambient Music,https://www.youtube.com/watch?v=QOzC_AbsPlw
Winter Luxury Lounge 2026,https://www.youtube.com/watch?v=eoFU5bMS_uY
Starbucks Music,https://www.youtube.com/watch?v=Efu7J9uQMxY
The Good Life Radio,https://www.youtube.com/watch?v=36YnV9STBqc
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8
美丽城市和软钢琴音乐,https://www.youtube.com/watch?v=TZikBxNaaQk
浪漫吉他音樂,https://www.youtube.com/watch?v=xNgv8mIk0tA
減輕壓力音樂,https://www.youtube.com/watch?v=wKg71lcs5Nw
舒緩神經音樂,https://www.youtube.com/watch?v=DO9WCXMfRuc
溫暖英文歌單,https://www.youtube.com/watch?v=IomlsrbTFsQ
睡眠音樂-1,https://www.youtube.com/watch?v=b_TW4NYsbOo
睡眠音樂-2,https://www.youtube.com/watch?v=TO4CiZXapP0
睡眠音樂-3,https://www.youtube.com/watch?v=G6M5Upcrwf8
睡眠音樂-4,https://www.youtube.com/watch?v=hYz1oOcAuk8
睡眠音樂-5,https://www.youtube.com/watch?v=zoz0eXzFFns
緩解壓力-1,https://www.youtube.com/watch?v=c9n4t53pAA0
緩解壓力-2,https://www.youtube.com/watch?v=BcwNV1cCoaU
緩解壓力-3,https://www.youtube.com/watch?v=SjkGdCuT8zg
緩解壓力-4,https://www.youtube.com/watch?v=pw5gYa4-yGI
心情放鬆的韓文歌,https://www.youtube.com/watch?v=z5GAa0JdnNU





📻 廣播電台,#genre#



80後音樂,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
AsiaFMHD音樂台,http://asiafm.hk:8000/asiahd
AsiaFM亞洲音樂台,http://asiafm.hk:8000/asiafm
AsiaFM亞洲經典台,http://goldfm.cn:8000/goldfm
AsiaFM亞洲電台,http://stream.rcs.revma.com/xpgtqc74hv8uv
BravoFM臺北都會音樂台,https://onair.bravo913.com.tw:9130/live.mp3
CAPITAL 958,https://19183.live.streamtheworld.com/CAPITAL958FM_PREM.aac
CityFM大苗栗,http://fm983.cityfm.tw:8080/983.mp3
CityFM台南知音,http://fm971.cityfm.tw:8080/971.mp3
CityFM城市廣播,http://fm929.cityfm.tw:8080/929.mp3
CityFM臺北健康,http://fm901.cityfm.tw:8080/901.mp3
CRI 南海之聲,http://sk.cri.cn/nhzs.m3u8
HD音樂,https://lhttp.qingting.fm/live/15318341/64k.mp3
Lounge Radio,http://streaming.radionomy.com/JamendoLounge
M-Radio全國廣播,http://stream.rcs.revma.com/044q61ha7a0uv
M-Radio全國廣播,http://stream.rcs.revma.com/044q61ha7a0uv/hls.m3u8
News98新聞台,http://stream.rcs.revma.com/55tyxsy4qtzuv
News98新聞台,http://n08.rcs.revma.com/55tyxsy4qtzuv?rj-ttl=5&rj-tok=AAABexIiGVkA-wjPtoygVgeNGQ
News98新聞台,http://n12.rcs.revma.com/55tyxsy4qtzuv
News98新聞台,http://stream.rcs.revma.com/55tyxsy4qtzuv
RTI國語,http://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti3/playlist.m3u8
中廣流行網,http://n14.rcs.revma.com/aw9uqyxy2tzuv
中廣流行網,http://stream.rcs.revma.com/aw9uqyxy2tzuv
中廣音樂網,http://stream.rcs.revma.com/ks4vsmg3qtzuv
中廣新聞網,http://n12.rcs.revma.com/78fm9wyy2tzuv
中廣新聞網,http://stream.rcs.revma.com/78fm9wyy2tzuv
天籟古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
太陽電台,http://211.20.119.102:8081
心靈音樂館,http://play-radio-stream3.hndt.com/now/AFqvb0VX/playlist.m3u8
古典音樂台,http://59.120.88.155:8000/live.mp3
古典音樂台,https://onair.family977.com.tw:8977/live.mp3
台中廣播電臺,http://211.20.119.101:8081
台南知音,http://fm971.cityfm.tw:8080/971.mp3
正義電台,http://211.20.119.103:8081
正聲FM104.1,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live1/playlist.m3u8
正聲綜合,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live2/playlist.m3u8
民謠藍調,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
全國治安交通台,http://stream.pbs.gov.tw:1935/live/PBS/playlist.m3u8
全國治安交通網,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
私房音樂,http://livestream.1766.today:1769/live1.mp3
亞洲天空,https://lhttp.qingting.fm/live/20071/64k.mp3
亞洲音樂,https://lhttp.qingting.fm/live/5022405/64k.mp3
亞洲粵語,https://lhttp.qingting.fm/live/15318569/64k.mp3
亞洲經典,https://lhttp.qingting.fm/live/5021912/64k.mp3
亞洲熱歌,https://live.ximalaya.com/radio-first-page-app/live/1908/64.m3u8?transcode=ts
店頭音樂,http://livestream.1766.today:1781/live2.mp3
飛特電台,https://phate.io/listen.ogg
飛碟電台,http://n08.rcs.revma.com/em90w4aeewzuv
飛碟電台,http://stream.rcs.revma.com/em90w4aeewzuv
香港第三台,https://rthkaudio3-lh.akamaihd.net/i/radio3_1@355866/master.m3u8
員警廣播台中分台,http://stream.pbs.gov.tw:1935/live/TCS/playlist.m3u8
員警廣播台東分台,http://stream.pbs.gov.tw:1935/live/TTS/playlist.m3u8
員警廣播台南分台,http://stream.pbs.gov.tw:1935/live/TNS/playlist.m3u8
員警廣播宜蘭分台,http://stream.pbs.gov.tw:1935/live/ELS/playlist.m3u8
員警廣播花蓮分台,http://stream.pbs.gov.tw:1935/live/HLS/playlist.m3u8
員警廣播高雄分台,http://stream.pbs.gov.tw:1935/live/KSS/playlist.m3u8
員警廣播新竹分台,http://stream.pbs.gov.tw:1935/live/SCS/playlist.m3u8
員警廣播臺北分台,http://stream.pbs.gov.tw:1935/live/TPS/playlist.m3u8
動感音樂台1,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
動感音樂台2,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
動感音樂台3,http://stream3.hndt.com/now/SXJtR4M4/playlist.m3u8
動感音樂台4,http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8
國立教育電台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
清晨音樂台,http://live.xmcdn.com:80/live/1011/64.m3u8
臺北廣播電台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
臺灣Lounge Radio音樂,http://streaming.radionomy.com/JamendoLounge
臺灣古典音樂台,http://59.120.88.155:8000/live.mp3
臺灣國立教育廣播,https://cast.ner.gov.tw/1?_t=1628097047202
舞迷心竅,http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8
輕鬆電台,http://stream.rcs.revma.com/k41z6wadu5hvv
潮流音樂,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
環宇廣播,http://stream.rcs.revma.com/srn5f9kmwxhvv













